Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2021-01-01 00:00:00,Great Britain,Great Britain,GB,162.47,242.89,57.32,29.48,bmreports.com,false,
2021-01-01 01:00:00,Great Britain,Great Britain,GB,158.43,238.16,58.44,29.87,bmreports.com,false,
2021-01-01 02:00:00,Great Britain,Great Britain,GB,146.72,224.09,61.46,31.55,bmreports.com,false,
2021-01-01 03:00:00,Great Britain,Great Britain,GB,141.78,218.75,62.64,32.28,bmreports.com,false,
2021-01-01 04:00:00,Great Britain,Great Britain,GB,133.86,209.15,64.86,33.78,bmreports.com,false,
2021-01-01 05:00:00,Great Britain,Great Britain,GB,128.99,203.18,66.29,34.87,bmreports.com,false,
2021-01-01 06:00:00,Great Britain,Great Britain,GB,132.99,207.9,65.2,34.04,bmreports.com,false,
2021-01-01 07:00:00,Great Britain,Great Britain,GB,132.86,207.38,65.26,34.33,bmreports.com,false,
2021-01-01 08:00:00,Great Britain,Great Britain,GB,138.76,213.63,64.0,34.08,bmreports.com,false,
2021-01-01 09:00:00,Great Britain,Great Britain,GB,155.59,232.34,60.31,32.55,bmreports.com,false,
2021-01-01 10:00:00,Great Britain,Great Britain,GB,174.71,254.16,55.84,30.71,bmreports.com,false,
2021-01-01 11:00:00,Great Britain,Great Britain,GB,185.63,268.35,52.21,28.87,bmreports.com,false,
2021-01-01 12:00:00,Great Britain,Great Britain,GB,193.73,277.73,50.12,27.8,bmreports.com,false,
2021-01-01 13:00:00,Great Britain,Great Britain,GB,205.05,289.39,48.61,26.44,bmreports.com,false,
2021-01-01 14:00:00,Great Britain,Great Britain,GB,213.64,299.12,46.99,24.55,bmreports.com,false,
2021-01-01 15:00:00,Great Britain,Great Britain,GB,217.87,304.9,45.26,22.9,bmreports.com,false,
2021-01-01 16:00:00,Great Britain,Great Britain,GB,222.51,310.73,44.45,23.47,bmreports.com,false,
2021-01-01 17:00:00,Great Britain,Great Britain,GB,234.2,323.58,42.91,23.35,bmreports.com,false,
2021-01-01 18:00:00,Great Britain,Great Britain,GB,232.96,322.84,42.67,22.61,bmreports.com,false,
2021-01-01 19:00:00,Great Britain,Great Britain,GB,231.79,322.29,41.85,20.37,bmreports.com,false,
2021-01-01 20:00:00,Great Britain,Great Britain,GB,221.76,312.21,43.26,20.23,bmreports.com,false,
2021-01-01 21:00:00,Great Britain,Great Britain,GB,208.26,297.31,46.33,22.09,bmreports.com,false,
2021-01-01 22:00:00,Great Britain,Great Britain,GB,191.75,278.6,49.65,23.63,bmreports.com,false,
2021-01-01 23:00:00,Great Britain,Great Britain,GB,178.67,260.38,52.9,23.51,bmreports.com,false,
2021-01-02 00:00:00,Great Britain,Great Britain,GB,172.32,252.64,54.65,24.32,bmreports.com,false,
2021-01-02 01:00:00,Great Britain,Great Britain,GB,172.04,252.48,54.71,24.51,bmreports.com,false,
2021-01-02 02:00:00,Great Britain,Great Britain,GB,163.29,241.78,56.95,25.99,bmreports.com,false,
2021-01-02 03:00:00,Great Britain,Great Britain,GB,161.48,239.63,57.39,25.87,bmreports.com,false,
2021-01-02 04:00:00,Great Britain,Great Britain,GB,156.46,233.66,58.73,27.05,bmreports.com,false,
2021-01-02 05:00:00,Great Britain,Great Britain,GB,153.86,229.85,59.49,28.3,bmreports.com,false,
2021-01-02 06:00:00,Great Britain,Great Britain,GB,158.37,235.07,58.31,28.22,bmreports.com,false,
2021-01-02 07:00:00,Great Britain,Great Britain,GB,169.42,247.48,55.8,26.84,bmreports.com,false,
2021-01-02 08:00:00,Great Britain,Great Britain,GB,187.67,269.36,51.22,24.11,bmreports.com,false,
2021-01-02 09:00:00,Great Britain,Great Britain,GB,202.34,284.85,48.73,25.0,bmreports.com,false,
2021-01-02 10:00:00,Great Britain,Great Britain,GB,213.83,297.13,46.82,24.5,bmreports.com,false,
2021-01-02 11:00:00,Great Britain,Great Britain,GB,221.36,305.9,45.45,24.36,bmreports.com,false,
2021-01-02 12:00:00,Great Britain,Great Britain,GB,225.04,309.99,44.9,23.95,bmreports.com,false,
2021-01-02 13:00:00,Great Britain,Great Britain,GB,232.1,318.16,42.85,21.79,bmreports.com,false,
2021-01-02 14:00:00,Great Britain,Great Britain,GB,236.93,323.5,41.41,20.28,bmreports.com,false,
2021-01-02 15:00:00,Great Britain,Great Britain,GB,245.83,333.43,39.58,19.0,bmreports.com,false,
2021-01-02 16:00:00,Great Britain,Great Britain,GB,250.95,339.21,39.11,19.42,bmreports.com,false,
2021-01-02 17:00:00,Great Britain,Great Britain,GB,253.96,342.37,39.5,21.15,bmreports.com,false,
2021-01-02 18:00:00,Great Britain,Great Britain,GB,252.86,341.0,39.42,20.81,bmreports.com,false,
2021-01-02 19:00:00,Great Britain,Great Britain,GB,242.17,330.09,39.89,20.19,bmreports.com,false,
2021-01-02 20:00:00,Great Britain,Great Britain,GB,231.42,317.6,41.92,20.74,bmreports.com,false,
2021-01-02 21:00:00,Great Britain,Great Britain,GB,214.09,297.54,45.56,22.87,bmreports.com,false,
2021-01-02 22:00:00,Great Britain,Great Britain,GB,190.38,271.36,50.11,25.29,bmreports.com,false,
2021-01-02 23:00:00,Great Britain,Great Britain,GB,169.9,246.96,55.31,27.66,bmreports.com,false,
2021-01-03 00:00:00,Great Britain,Great Britain,GB,157.83,232.15,58.65,29.54,bmreports.com,false,
2021-01-03 01:00:00,Great Britain,Great Britain,GB,154.28,228.2,59.51,30.11,bmreports.com,false,
2021-01-03 02:00:00,Great Britain,Great Britain,GB,141.84,213.17,62.8,31.93,bmreports.com,false,
2021-01-03 03:00:00,Great Britain,Great Britain,GB,131.9,200.68,65.43,34.04,bmreports.com,false,
2021-01-03 04:00:00,Great Britain,Great Britain,GB,129.88,198.48,65.97,34.61,bmreports.com,false,
2021-01-03 05:00:00,Great Britain,Great Britain,GB,134.77,204.7,64.62,33.68,bmreports.com,false,
2021-01-03 06:00:00,Great Britain,Great Britain,GB,134.93,204.26,64.68,34.37,bmreports.com,false,
2021-01-03 07:00:00,Great Britain,Great Britain,GB,147.05,218.99,61.85,33.7,bmreports.com,false,
2021-01-03 08:00:00,Great Britain,Great Britain,GB,153.38,226.01,60.51,32.38,bmreports.com,false,
2021-01-03 09:00:00,Great Britain,Great Britain,GB,165.88,242.33,57.34,32.24,bmreports.com,false,
2021-01-03 10:00:00,Great Britain,Great Britain,GB,185.27,264.43,53.83,31.24,bmreports.com,false,
2021-01-03 11:00:00,Great Britain,Great Britain,GB,200.44,281.75,50.97,29.88,bmreports.com,false,
2021-01-03 12:00:00,Great Britain,Great Britain,GB,211.19,295.46,47.92,28.43,bmreports.com,false,
2021-01-03 13:00:00,Great Britain,Great Britain,GB,204.5,287.43,49.22,28.84,bmreports.com,false,
2021-01-03 14:00:00,Great Britain,Great Britain,GB,207.4,290.12,48.43,28.05,bmreports.com,false,
2021-01-03 15:00:00,Great Britain,Great Britain,GB,204.54,286.7,48.5,28.49,bmreports.com,false,
2021-01-03 16:00:00,Great Britain,Great Britain,GB,211.42,294.11,48.21,29.48,bmreports.com,false,
2021-01-03 17:00:00,Great Britain,Great Britain,GB,215.09,297.81,47.59,29.87,bmreports.com,false,
2021-01-03 18:00:00,Great Britain,Great Britain,GB,209.13,291.12,48.69,30.74,bmreports.com,false,
2021-01-03 19:00:00,Great Britain,Great Britain,GB,193.94,273.25,51.61,32.39,bmreports.com,false,
2021-01-03 20:00:00,Great Britain,Great Britain,GB,172.63,249.61,55.74,34.62,bmreports.com,false,
2021-01-03 21:00:00,Great Britain,Great Britain,GB,155.53,231.06,59.46,36.39,bmreports.com,false,
2021-01-03 22:00:00,Great Britain,Great Britain,GB,143.55,217.49,62.28,38.63,bmreports.com,false,
2021-01-03 23:00:00,Great Britain,Great Britain,GB,118.32,186.8,69.12,42.89,bmreports.com,false,
2021-01-04 00:00:00,Great Britain,Great Britain,GB,108.77,175.49,71.79,44.18,bmreports.com,false,
2021-01-04 01:00:00,Great Britain,Great Britain,GB,109.1,175.61,71.38,43.73,bmreports.com,false,
2021-01-04 02:00:00,Great Britain,Great Britain,GB,106.67,171.25,72.24,43.87,bmreports.com,false,
2021-01-04 03:00:00,Great Britain,Great Britain,GB,104.78,168.62,72.79,44.48,bmreports.com,false,
2021-01-04 04:00:00,Great Britain,Great Britain,GB,99.46,162.3,73.99,45.62,bmreports.com,false,
2021-01-04 05:00:00,Great Britain,Great Britain,GB,102.11,165.18,73.23,46.24,bmreports.com,false,
2021-01-04 06:00:00,Great Britain,Great Britain,GB,125.64,193.7,66.89,42.49,bmreports.com,false,
2021-01-04 07:00:00,Great Britain,Great Britain,GB,169.87,247.78,55.22,36.4,bmreports.com,false,
2021-01-04 08:00:00,Great Britain,Great Britain,GB,200.86,281.56,49.26,32.64,bmreports.com,false,
2021-01-04 09:00:00,Great Britain,Great Britain,GB,211.55,292.15,48.26,32.11,bmreports.com,false,
2021-01-04 10:00:00,Great Britain,Great Britain,GB,219.78,301.69,46.66,31.38,bmreports.com,false,
2021-01-04 11:00:00,Great Britain,Great Britain,GB,219.71,301.43,46.11,30.66,bmreports.com,false,
2021-01-04 12:00:00,Great Britain,Great Britain,GB,219.93,301.33,45.94,30.09,bmreports.com,false,
2021-01-04 13:00:00,Great Britain,Great Britain,GB,220.7,301.99,45.6,29.43,bmreports.com,false,
2021-01-04 14:00:00,Great Britain,Great Britain,GB,221.42,303.0,45.33,29.52,bmreports.com,false,
2021-01-04 15:00:00,Great Britain,Great Britain,GB,223.64,306.4,44.53,29.07,bmreports.com,false,
2021-01-04 16:00:00,Great Britain,Great Britain,GB,217.83,298.61,46.72,29.98,bmreports.com,false,
2021-01-04 17:00:00,Great Britain,Great Britain,GB,220.7,302.09,46.59,30.24,bmreports.com,false,
2021-01-04 18:00:00,Great Britain,Great Britain,GB,220.72,302.28,46.6,30.1,bmreports.com,false,
2021-01-04 19:00:00,Great Britain,Great Britain,GB,217.44,298.19,46.57,29.28,bmreports.com,false,
2021-01-04 20:00:00,Great Britain,Great Britain,GB,199.98,278.34,50.32,31.35,bmreports.com,false,
2021-01-04 21:00:00,Great Britain,Great Britain,GB,178.71,255.66,53.88,33.52,bmreports.com,false,
2021-01-04 22:00:00,Great Britain,Great Britain,GB,163.04,235.38,57.46,35.47,bmreports.com,false,
2021-01-04 23:00:00,Great Britain,Great Britain,GB,142.66,207.79,62.41,37.52,bmreports.com,false,
2021-01-05 00:00:00,Great Britain,Great Britain,GB,142.9,205.18,62.44,36.58,bmreports.com,false,
2021-01-05 01:00:00,Great Britain,Great Britain,GB,145.08,208.01,61.74,35.93,bmreports.com,false,
2021-01-05 02:00:00,Great Britain,Great Britain,GB,143.54,206.06,62.12,36.24,bmreports.com,false,
2021-01-05 03:00:00,Great Britain,Great Britain,GB,136.93,197.6,64.0,37.52,bmreports.com,false,
2021-01-05 04:00:00,Great Britain,Great Britain,GB,133.28,192.78,65.19,38.22,bmreports.com,false,
2021-01-05 05:00:00,Great Britain,Great Britain,GB,142.04,203.13,63.44,38.09,bmreports.com,false,
2021-01-05 06:00:00,Great Britain,Great Britain,GB,159.81,223.66,59.65,36.04,bmreports.com,false,
2021-01-05 07:00:00,Great Britain,Great Britain,GB,196.23,267.68,52.17,32.05,bmreports.com,false,
2021-01-05 08:00:00,Great Britain,Great Britain,GB,233.38,310.52,44.81,27.97,bmreports.com,false,
2021-01-05 09:00:00,Great Britain,Great Britain,GB,243.51,322.24,43.22,26.76,bmreports.com,false,
2021-01-05 10:00:00,Great Britain,Great Britain,GB,243.09,322.75,43.34,27.83,bmreports.com,false,
2021-01-05 11:00:00,Great Britain,Great Britain,GB,240.46,320.27,43.76,28.6,bmreports.com,false,
2021-01-05 12:00:00,Great Britain,Great Britain,GB,234.28,314.32,44.59,29.29,bmreports.com,false,
2021-01-05 13:00:00,Great Britain,Great Britain,GB,230.73,309.75,45.16,28.84,bmreports.com,false,
2021-01-05 14:00:00,Great Britain,Great Britain,GB,232.3,311.45,44.52,27.91,bmreports.com,false,
2021-01-05 15:00:00,Great Britain,Great Britain,GB,240.06,319.88,43.29,27.11,bmreports.com,false,
2021-01-05 16:00:00,Great Britain,Great Britain,GB,242.03,322.79,43.52,26.98,bmreports.com,false,
2021-01-05 17:00:00,Great Britain,Great Britain,GB,244.93,327.68,43.34,27.51,bmreports.com,false,
2021-01-05 18:00:00,Great Britain,Great Britain,GB,247.97,331.71,42.51,26.36,bmreports.com,false,
2021-01-05 19:00:00,Great Britain,Great Britain,GB,247.22,330.43,42.03,25.16,bmreports.com,false,
2021-01-05 20:00:00,Great Britain,Great Britain,GB,243.59,326.43,42.13,24.17,bmreports.com,false,
2021-01-05 21:00:00,Great Britain,Great Britain,GB,237.27,319.73,43.2,24.46,bmreports.com,false,
2021-01-05 22:00:00,Great Britain,Great Britain,GB,223.09,304.09,45.61,25.68,bmreports.com,false,
2021-01-05 23:00:00,Great Britain,Great Britain,GB,214.7,291.61,47.81,26.11,bmreports.com,false,
2021-01-06 00:00:00,Great Britain,Great Britain,GB,209.93,285.04,49.31,26.39,bmreports.com,false,
2021-01-06 01:00:00,Great Britain,Great Britain,GB,210.63,282.75,49.79,25.6,bmreports.com,false,
2021-01-06 02:00:00,Great Britain,Great Britain,GB,204.61,274.64,51.71,26.83,bmreports.com,false,
2021-01-06 03:00:00,Great Britain,Great Britain,GB,206.16,276.51,51.51,26.71,bmreports.com,false,
2021-01-06 04:00:00,Great Britain,Great Britain,GB,207.57,278.52,51.16,26.51,bmreports.com,false,
2021-01-06 05:00:00,Great Britain,Great Britain,GB,218.84,293.83,48.27,25.93,bmreports.com,false,
2021-01-06 06:00:00,Great Britain,Great Britain,GB,241.11,321.31,43.38,23.84,bmreports.com,false,
2021-01-06 07:00:00,Great Britain,Great Britain,GB,244.64,328.65,41.86,22.75,bmreports.com,false,
2021-01-06 08:00:00,Great Britain,Great Britain,GB,261.33,350.01,38.52,20.61,bmreports.com,false,
2021-01-06 09:00:00,Great Britain,Great Britain,GB,270.9,360.23,37.52,19.62,bmreports.com,false,
2021-01-06 10:00:00,Great Britain,Great Britain,GB,268.6,357.46,37.63,20.22,bmreports.com,false,
2021-01-06 11:00:00,Great Britain,Great Britain,GB,269.73,358.89,38.02,21.07,bmreports.com,false,
2021-01-06 12:00:00,Great Britain,Great Britain,GB,263.54,352.44,39.05,22.52,bmreports.com,false,
2021-01-06 13:00:00,Great Britain,Great Britain,GB,261.17,348.84,39.24,22.43,bmreports.com,false,
2021-01-06 14:00:00,Great Britain,Great Britain,GB,261.91,350.06,38.79,21.54,bmreports.com,false,
2021-01-06 15:00:00,Great Britain,Great Britain,GB,266.19,354.38,38.82,21.42,bmreports.com,false,
2021-01-06 16:00:00,Great Britain,Great Britain,GB,274.63,363.61,37.36,20.18,bmreports.com,false,
2021-01-06 17:00:00,Great Britain,Great Britain,GB,275.77,365.65,37.47,21.16,bmreports.com,false,
2021-01-06 18:00:00,Great Britain,Great Britain,GB,268.93,356.85,39.01,22.83,bmreports.com,false,
2021-01-06 19:00:00,Great Britain,Great Britain,GB,270.64,358.69,38.2,21.32,bmreports.com,false,
2021-01-06 20:00:00,Great Britain,Great Britain,GB,270.52,358.76,37.31,19.32,bmreports.com,false,
2021-01-06 21:00:00,Great Britain,Great Britain,GB,258.38,345.84,39.1,20.56,bmreports.com,false,
2021-01-06 22:00:00,Great Britain,Great Britain,GB,254.45,339.21,39.62,19.88,bmreports.com,false,
2021-01-06 23:00:00,Great Britain,Great Britain,GB,244.5,327.24,41.2,19.5,bmreports.com,false,
2021-01-07 00:00:00,Great Britain,Great Britain,GB,237.5,319.21,42.58,19.67,bmreports.com,false,
2021-01-07 01:00:00,Great Britain,Great Britain,GB,238.69,321.11,42.22,19.31,bmreports.com,false,
2021-01-07 02:00:00,Great Britain,Great Britain,GB,237.39,318.97,43.21,19.84,bmreports.com,false,
2021-01-07 03:00:00,Great Britain,Great Britain,GB,232.31,311.91,45.26,20.28,bmreports.com,false,
2021-01-07 04:00:00,Great Britain,Great Britain,GB,246.43,330.66,41.41,18.94,bmreports.com,false,
2021-01-07 05:00:00,Great Britain,Great Britain,GB,263.13,350.1,38.31,18.05,bmreports.com,false,
2021-01-07 06:00:00,Great Britain,Great Britain,GB,280.1,371.54,33.85,16.4,bmreports.com,false,
2021-01-07 07:00:00,Great Britain,Great Britain,GB,282.58,378.16,33.15,17.06,bmreports.com,false,
2021-01-07 08:00:00,Great Britain,Great Britain,GB,278.77,372.37,34.66,18.32,bmreports.com,false,
2021-01-07 09:00:00,Great Britain,Great Britain,GB,271.34,362.98,36.93,20.7,bmreports.com,false,
2021-01-07 10:00:00,Great Britain,Great Britain,GB,266.87,357.77,37.8,21.66,bmreports.com,false,
2021-01-07 11:00:00,Great Britain,Great Britain,GB,262.87,352.35,38.81,22.8,bmreports.com,false,
2021-01-07 12:00:00,Great Britain,Great Britain,GB,258.62,347.26,39.74,23.44,bmreports.com,false,
2021-01-07 13:00:00,Great Britain,Great Britain,GB,258.3,346.92,39.44,22.53,bmreports.com,false,
2021-01-07 14:00:00,Great Britain,Great Britain,GB,262.66,352.28,38.26,21.09,bmreports.com,false,
2021-01-07 15:00:00,Great Britain,Great Britain,GB,268.61,359.74,37.81,21.21,bmreports.com,false,
2021-01-07 16:00:00,Great Britain,Great Britain,GB,266.43,356.82,39.14,22.52,bmreports.com,false,
2021-01-07 17:00:00,Great Britain,Great Britain,GB,271.0,361.9,38.14,22.32,bmreports.com,false,
2021-01-07 18:00:00,Great Britain,Great Britain,GB,268.42,358.83,38.75,22.81,bmreports.com,false,
2021-01-07 19:00:00,Great Britain,Great Britain,GB,266.91,357.62,37.46,20.7,bmreports.com,false,
2021-01-07 20:00:00,Great Britain,Great Britain,GB,272.78,365.21,35.86,19.38,bmreports.com,false,
2021-01-07 21:00:00,Great Britain,Great Britain,GB,277.89,369.75,34.44,18.36,bmreports.com,false,
2021-01-07 22:00:00,Great Britain,Great Britain,GB,267.53,356.68,36.29,19.07,bmreports.com,false,
2021-01-07 23:00:00,Great Britain,Great Britain,GB,255.82,342.34,38.91,20.07,bmreports.com,false,
2021-01-08 00:00:00,Great Britain,Great Britain,GB,250.94,335.41,40.6,20.69,bmreports.com,false,
2021-01-08 01:00:00,Great Britain,Great Britain,GB,247.89,330.84,41.78,22.38,bmreports.com,false,
2021-01-08 02:00:00,Great Britain,Great Britain,GB,240.81,322.17,43.79,23.47,bmreports.com,false,
2021-01-08 03:00:00,Great Britain,Great Britain,GB,234.29,316.38,44.18,23.43,bmreports.com,false,
2021-01-08 04:00:00,Great Britain,Great Britain,GB,236.7,319.54,43.5,22.89,bmreports.com,false,
2021-01-08 05:00:00,Great Britain,Great Britain,GB,247.78,331.94,40.99,22.16,bmreports.com,false,
2021-01-08 06:00:00,Great Britain,Great Britain,GB,264.39,351.65,37.34,20.37,bmreports.com,false,
2021-01-08 07:00:00,Great Britain,Great Britain,GB,258.89,351.16,37.36,21.38,bmreports.com,false,
2021-01-08 08:00:00,Great Britain,Great Britain,GB,274.24,367.85,34.89,19.78,bmreports.com,false,
2021-01-08 09:00:00,Great Britain,Great Britain,GB,271.04,363.19,36.13,20.35,bmreports.com,false,
2021-01-08 10:00:00,Great Britain,Great Britain,GB,267.62,359.04,37.08,20.25,bmreports.com,false,
2021-01-08 11:00:00,Great Britain,Great Britain,GB,267.5,359.21,36.89,20.11,bmreports.com,false,
2021-01-08 12:00:00,Great Britain,Great Britain,GB,264.37,355.29,37.9,21.06,bmreports.com,false,
2021-01-08 13:00:00,Great Britain,Great Britain,GB,266.9,358.48,37.22,19.94,bmreports.com,false,
2021-01-08 14:00:00,Great Britain,Great Britain,GB,271.92,364.66,35.84,18.27,bmreports.com,false,
2021-01-08 15:00:00,Great Britain,Great Britain,GB,270.07,362.95,36.75,19.1,bmreports.com,false,
2021-01-08 16:00:00,Great Britain,Great Britain,GB,273.12,366.0,37.03,19.8,bmreports.com,false,
2021-01-08 17:00:00,Great Britain,Great Britain,GB,276.24,369.35,36.8,20.23,bmreports.com,false,
2021-01-08 18:00:00,Great Britain,Great Britain,GB,273.37,366.41,37.11,20.32,bmreports.com,false,
2021-01-08 19:00:00,Great Britain,Great Britain,GB,276.26,370.79,35.24,17.72,bmreports.com,false,
2021-01-08 20:00:00,Great Britain,Great Britain,GB,283.2,379.98,32.58,13.86,bmreports.com,false,
2021-01-08 21:00:00,Great Britain,Great Britain,GB,277.16,376.49,32.36,14.41,bmreports.com,false,
2021-01-08 22:00:00,Great Britain,Great Britain,GB,271.85,368.95,33.6,14.94,bmreports.com,false,
2021-01-08 23:00:00,Great Britain,Great Britain,GB,255.08,342.67,36.98,13.71,bmreports.com,false,
2021-01-09 00:00:00,Great Britain,Great Britain,GB,251.04,336.36,38.22,13.95,bmreports.com,false,
2021-01-09 01:00:00,Great Britain,Great Britain,GB,246.96,332.29,39.05,14.95,bmreports.com,false,
2021-01-09 02:00:00,Great Britain,Great Britain,GB,240.76,324.88,40.44,15.4,bmreports.com,false,
2021-01-09 03:00:00,Great Britain,Great Britain,GB,232.78,315.96,41.88,16.1,bmreports.com,false,
2021-01-09 04:00:00,Great Britain,Great Britain,GB,220.28,300.79,44.34,18.11,bmreports.com,false,
2021-01-09 05:00:00,Great Britain,Great Britain,GB,216.1,295.29,45.58,19.22,bmreports.com,false,
2021-01-09 06:00:00,Great Britain,Great Britain,GB,225.02,304.95,44.16,19.26,bmreports.com,false,
2021-01-09 07:00:00,Great Britain,Great Britain,GB,240.09,321.02,43.12,20.77,bmreports.com,false,
2021-01-09 08:00:00,Great Britain,Great Britain,GB,236.06,314.92,44.19,21.93,bmreports.com,false,
2021-01-09 09:00:00,Great Britain,Great Britain,GB,240.2,319.66,43.62,22.99,bmreports.com,false,
2021-01-09 10:00:00,Great Britain,Great Britain,GB,242.95,322.64,43.01,23.71,bmreports.com,false,
2021-01-09 11:00:00,Great Britain,Great Britain,GB,242.35,321.6,43.31,24.7,bmreports.com,false,
2021-01-09 12:00:00,Great Britain,Great Britain,GB,241.91,321.26,43.66,25.13,bmreports.com,false,
2021-01-09 13:00:00,Great Britain,Great Britain,GB,241.95,321.43,43.31,24.59,bmreports.com,false,
2021-01-09 14:00:00,Great Britain,Great Britain,GB,242.31,320.99,42.99,24.06,bmreports.com,false,
2021-01-09 15:00:00,Great Britain,Great Britain,GB,250.42,331.7,40.68,22.26,bmreports.com,false,
2021-01-09 16:00:00,Great Britain,Great Britain,GB,254.04,336.05,40.16,21.92,bmreports.com,false,
2021-01-09 17:00:00,Great Britain,Great Britain,GB,255.36,337.81,40.93,23.85,bmreports.com,false,
2021-01-09 18:00:00,Great Britain,Great Britain,GB,257.27,339.33,40.52,23.52,bmreports.com,false,
2021-01-09 19:00:00,Great Britain,Great Britain,GB,249.81,330.89,39.85,21.78,bmreports.com,false,
2021-01-09 20:00:00,Great Britain,Great Britain,GB,239.33,318.01,41.16,21.91,bmreports.com,false,
2021-01-09 21:00:00,Great Britain,Great Britain,GB,229.22,305.84,43.78,23.06,bmreports.com,false,
2021-01-09 22:00:00,Great Britain,Great Britain,GB,220.3,294.54,46.29,23.87,bmreports.com,false,
2021-01-09 23:00:00,Great Britain,Great Britain,GB,195.05,265.21,51.71,26.38,bmreports.com,false,
2021-01-10 00:00:00,Great Britain,Great Britain,GB,187.51,256.16,53.57,26.89,bmreports.com,false,
2021-01-10 01:00:00,Great Britain,Great Britain,GB,186.98,255.42,53.66,27.18,bmreports.com,false,
2021-01-10 02:00:00,Great Britain,Great Britain,GB,187.19,256.41,53.3,25.83,bmreports.com,false,
2021-01-10 03:00:00,Great Britain,Great Britain,GB,189.5,259.06,53.01,24.71,bmreports.com,false,
2021-01-10 04:00:00,Great Britain,Great Britain,GB,194.61,266.15,51.49,22.63,bmreports.com,false,
2021-01-10 05:00:00,Great Britain,Great Britain,GB,195.32,266.67,51.48,22.97,bmreports.com,false,
2021-01-10 06:00:00,Great Britain,Great Britain,GB,203.35,274.36,50.84,22.55,bmreports.com,false,
2021-01-10 07:00:00,Great Britain,Great Britain,GB,219.86,291.85,48.36,21.89,bmreports.com,false,
2021-01-10 08:00:00,Great Britain,Great Britain,GB,236.9,309.79,46.04,20.69,bmreports.com,false,
2021-01-10 09:00:00,Great Britain,Great Britain,GB,248.57,324.13,42.98,20.15,bmreports.com,false,
2021-01-10 10:00:00,Great Britain,Great Britain,GB,249.63,326.76,41.9,21.2,bmreports.com,false,
2021-01-10 11:00:00,Great Britain,Great Britain,GB,245.69,322.19,42.71,23.06,bmreports.com,false,
2021-01-10 12:00:00,Great Britain,Great Britain,GB,245.56,322.35,42.71,23.61,bmreports.com,false,
2021-01-10 13:00:00,Great Britain,Great Britain,GB,248.71,326.43,41.48,22.31,bmreports.com,false,
2021-01-10 14:00:00,Great Britain,Great Britain,GB,250.14,329.67,40.93,21.71,bmreports.com,false,
2021-01-10 15:00:00,Great Britain,Great Britain,GB,249.05,329.58,40.99,22.07,bmreports.com,false,
2021-01-10 16:00:00,Great Britain,Great Britain,GB,249.19,329.71,41.76,23.92,bmreports.com,false,
2021-01-10 17:00:00,Great Britain,Great Britain,GB,246.32,325.96,42.96,26.07,bmreports.com,false,
2021-01-10 18:00:00,Great Britain,Great Britain,GB,239.27,318.68,43.46,26.33,bmreports.com,false,
2021-01-10 19:00:00,Great Britain,Great Britain,GB,218.17,292.66,47.67,29.15,bmreports.com,false,
2021-01-10 20:00:00,Great Britain,Great Britain,GB,189.66,259.68,52.54,32.63,bmreports.com,false,
2021-01-10 21:00:00,Great Britain,Great Britain,GB,170.12,233.59,57.35,35.75,bmreports.com,false,
2021-01-10 22:00:00,Great Britain,Great Britain,GB,140.85,199.71,63.39,41.17,bmreports.com,false,
2021-01-10 23:00:00,Great Britain,Great Britain,GB,105.27,155.02,72.74,46.09,bmreports.com,false,
2021-01-11 00:00:00,Great Britain,Great Britain,GB,102.12,151.1,73.25,47.49,bmreports.com,false,
2021-01-11 01:00:00,Great Britain,Great Britain,GB,99.76,148.1,73.94,48.52,bmreports.com,false,
2021-01-11 02:00:00,Great Britain,Great Britain,GB,97.47,145.61,74.56,50.03,bmreports.com,false,
2021-01-11 03:00:00,Great Britain,Great Britain,GB,103.76,154.07,72.42,49.15,bmreports.com,false,
2021-01-11 04:00:00,Great Britain,Great Britain,GB,105.0,155.58,72.1,49.24,bmreports.com,false,
2021-01-11 05:00:00,Great Britain,Great Britain,GB,103.47,153.54,73.68,50.74,bmreports.com,false,
2021-01-11 06:00:00,Great Britain,Great Britain,GB,127.42,184.72,68.24,48.14,bmreports.com,false,
2021-01-11 07:00:00,Great Britain,Great Britain,GB,156.83,222.47,59.73,42.78,bmreports.com,false,
2021-01-11 08:00:00,Great Britain,Great Britain,GB,180.24,249.41,55.09,39.69,bmreports.com,false,
2021-01-11 09:00:00,Great Britain,Great Britain,GB,193.78,263.15,53.94,38.99,bmreports.com,false,
2021-01-11 10:00:00,Great Britain,Great Britain,GB,194.77,264.37,53.68,39.0,bmreports.com,false,
2021-01-11 11:00:00,Great Britain,Great Britain,GB,194.24,263.83,53.67,39.16,bmreports.com,false,
2021-01-11 12:00:00,Great Britain,Great Britain,GB,197.01,267.18,52.26,37.82,bmreports.com,false,
2021-01-11 13:00:00,Great Britain,Great Britain,GB,191.38,260.51,53.42,38.63,bmreports.com,false,
2021-01-11 14:00:00,Great Britain,Great Britain,GB,188.21,257.45,53.69,38.46,bmreports.com,false,
2021-01-11 15:00:00,Great Britain,Great Britain,GB,195.09,264.82,52.62,37.59,bmreports.com,false,
2021-01-11 16:00:00,Great Britain,Great Britain,GB,194.23,263.54,53.5,37.69,bmreports.com,false,
